,Origin,Destination,Destination_Latitude,Destination_Longitude
5811,LXA,XIY,34.438416,108.760946
5812,LXA,KMG,25.101944,102.929167
5813,LXA,MIG,31.427633,104.747139
5815,LXA,PEK,40.078538,116.587095
5816,LXA,XNN,36.527506,102.043002
5818,LXA,CGO,34.527519,113.840242
5819,LXA,CSX,28.193336,113.214592
5820,LXA,LZO,29.030556,105.46889
5821,LXA,WUH,30.776789,114.217577
5824,LXA,KWE,26.544217,106.79598
5825,LXA,LHW,36.509497,103.61756
5826,LXA,LJG,26.679975,100.245768
5828,LXA,YBP,28.801665,104.551835
5829,LXA,YNZ,33.431217,120.204406
5830,LXA,DZH,31.048611,107.435556
5833,LXA,KTM,27.699906,85.35657
5836,LXA,DLU,25.65135,100.323158
5837,LXA,INC,38.323031,106.388059
5838,LXA,PVG,31.143333,121.805278
5839,LYA,CKG,29.7192,106.641998
5840,LYA,SHE,41.634992,123.485731
5841,LYA,CAN,23.387862,113.29734
5842,LYA,HAK,19.934877,110.45896
5843,LYA,SHA,31.19779,121.333473
5844,LYA,SZX,22.639444,113.810833
5845,LYA,URC,43.90126,87.475148
5846,LYA,HRB,45.620854,126.23644
5847,LYA,FOC,25.931231,119.66923
5848,LYA,HGH,30.236934,120.432356
5849,LYA,KWE,26.544217,106.79598
5850,LYA,XNN,36.527506,102.043002
5851,LYA,KHN,28.859902,115.907845
5852,LYA,CIF,42.154523,118.833173
5853,LYA,CTU,30.581134,103.956799
5854,LYA,HET,40.854712,111.814157
5855,LYA,NNG,22.61321,108.167501
5856,LYA,WEH,37.188142,122.236067
5857,LYA,PKX,39.508611,116.410833
5858,LYA,SYX,18.305276,109.40888
5859,LYA,BKK,13.693062,100.752044
5860,LYG,CAN,23.387862,113.29734
5861,LYG,CGQ,43.99611,125.68528
5862,LYG,WNZ,27.91566,120.847381
5863,LYG,CKG,29.7192,106.641998
5864,LYG,CSX,28.193336,113.214592
5865,LYG,DLC,38.96102,121.539991
5866,LYG,HAK,19.934877,110.45896
5867,LYG,PEK,40.078538,116.587095
5868,LYG,SHE,41.634992,123.485731
5869,LYG,SJW,38.281868,114.692106
5870,LYG,KHN,28.859902,115.907845
5871,LYG,SZX,22.639444,113.810833
5872,LYG,TFU,30.314195,104.44186
5874,LYG,JJN,24.802809,118.587293
5875,LYG,KWE,26.544217,106.79598
5876,LYG,XNN,36.527506,102.043002
5877,LYG,ZUH,22.011788,113.370601
5878,LYG,CTU,30.581134,103.956799
5879,LYG,NGB,29.826696,121.462002
5880,LYG,HYN,28.562224,121.428614
5881,LYG,HET,40.854712,111.814157
5882,LYG,HRB,45.620854,126.23644
5883,LYG,LHW,36.509497,103.61756
5884,LYG,XMN,24.543064,118.134178
5885,LYG,FOC,25.931231,119.66923
5886,LYG,XIY,34.438416,108.760946
5887,LYG,DSN,39.496721,109.860527
5888,LYG,KMG,25.101944,102.929167
5889,LYI,CAN,23.387862,113.29734
5890,LYI,CGQ,43.99611,125.68528
5891,LYI,CSX,28.193336,113.214592
5892,LYI,HRB,45.620854,126.23644
5893,LYI,SZX,22.639444,113.810833
5894,LYI,KHN,28.859902,115.907845
5895,LYI,PVG,31.143333,121.805278
5896,LYI,SHE,41.634992,123.485731
5897,LYI,TFU,30.314195,104.44186
5898,LYI,WUH,30.776789,114.217577
5899,LYI,NNG,22.61321,108.167501
5900,LYI,SWA,23.54944,116.510277
5901,LYI,CKG,29.7192,106.641998
5902,LYI,DLC,38.96102,121.539991
5903,LYI,HGH,30.236934,120.432356
5904,LYI,KMG,25.101944,102.929167
5905,LYI,KWL,25.217585,110.046839
5906,LYI,NGB,29.826696,121.462002
5907,LYI,SHA,31.19779,121.333473
5908,LYI,WNZ,27.91566,120.847381
5909,LYI,XIY,34.438416,108.760946
5910,LYI,HET,40.854712,111.814157
5911,LYI,XNN,36.527506,102.043002
5912,LYI,HSN,29.935258,122.356914
5913,LYI,SYX,18.305276,109.40888
5914,LYI,TYN,37.754996,112.62585
5915,LYI,ZUH,22.011788,113.370601
5916,LYI,INC,38.323031,106.388059
5917,LYI,CTU,30.581134,103.956799
5918,LYI,FOC,25.931231,119.66923
5919,LYI,JJN,24.802809,118.587293
5920,LYI,XMN,24.543064,118.134178
5921,LYI,HKG,22.315248,113.93649
5922,LYI,YNT,37.657222,120.987222
5923,LZO,PKX,39.508611,116.410833
5924,LZO,CAN,23.387862,113.29734
5925,LZO,SZX,22.639444,113.810833
5926,LZO,JHG,21.973422,100.766454
5927,LZO,HGH,30.236934,120.432356
5928,LZO,KMG,25.101944,102.929167
5929,LZO,SHA,31.19779,121.333473
5930,LZO,TNA,36.857689,117.206881
5932,LZO,CGO,34.527519,113.840242
5933,LZO,CSX,28.193336,113.214592
5934,LZO,DLU,25.65135,100.323158
5935,LZO,HAK,19.934877,110.45896
5936,LZO,LJG,26.679975,100.245768
5937,LZO,NKG,31.735737,118.86652
5938,LZO,WNZ,27.91566,120.847381
5939,LZO,XMN,24.543064,118.134178
5940,LZO,SWA,23.54944,116.510277
5941,LZO,XIY,34.438416,108.760946
5942,LZO,ZUH,22.011788,113.370601
5943,LZO,KHN,28.859902,115.907845
5944,LZO,LXA,29.2978,90.911903
5945,LZO,KWE,26.544217,106.79598
5946,LZO,SJW,38.281868,114.692106
5947,LZO,NGB,29.826696,121.462002
5948,LZO,NNG,22.61321,108.167501
5949,LZO,PEK,40.078538,116.587095
5950,LZO,URC,43.90126,87.475148
5951,LZO,SYX,18.305276,109.40888
5952,LZO,HUZ,23.050418,114.596859
5953,LZO,WUX,31.492889,120.424374
5954,LZO,HET,40.854712,111.814157
5955,LZO,LHW,36.509497,103.61756
5956,LZO,WUH,30.776789,114.217577
5957,LZO,XNN,36.527506,102.043002
5958,LZO,ZHA,21.214727,110.362715
5959,LZO,HFE,31.992778,116.973333
5960,MAA,DEL,28.556162,77.099958
5961,MAA,BOM,19.089891,72.868047
5962,MAA,BLR,13.200771,77.710228
5963,MAA,HYD,17.233702,78.430427
5964,MAA,CCU,22.655,88.447
5967,MAA,SIN,1.361173,103.990201
5968,MAA,CMB,7.174112,79.886494
5969,MAA,COK,10.155644,76.390537
5971,MAA,AUH,24.426912,54.645974
5972,MAA,PNQ,18.581389,73.920556
5973,MAA,DXB,25.256557,55.366071
5975,MAA,KUL,2.744344,101.717259
5976,MAA,TRV,8.476126,76.91907
5977,MAA,AMD,23.066389,72.624167
5978,MAA,BBI,20.252853,85.817385
5979,MAA,GAU,26.105185,91.588427
5982,MAA,KWI,29.240116,47.971251
5983,MAA,GOX,15.73139,73.86778
5984,MAA,DAC,23.848649,90.405874
5987,MAA,DOH,25.260988,51.613594
5991,MAA,JAI,26.822004,75.800995
5993,MAA,MCT,23.600739,58.284042
5994,MAA,BKK,13.693062,100.752044
5995,MAA,BAH,26.269181,50.62605
5998,MAA,DMK,13.9125,100.606667
6000,MAA,IDR,22.72715,75.808227
6002,MAA,LKO,26.764257,80.884186
6006,MAA,SHJ,25.320873,55.52029
6015,MAA,HKG,22.315248,113.93649
6016,MAA,DMM,26.471111,49.797778
6017,MAA,RGN,16.900069,96.134152
6018,MAA,JED,21.670232,39.150579
6020,MAA,HKT,8.107619,98.306436
6022,MCT,DXB,25.256557,55.366071
6023,MCT,DOH,25.260988,51.613594
6025,MCT,BOM,19.089891,72.868047
6026,MCT,AUH,24.426912,54.645974
6027,MCT,JED,21.670232,39.150579
6028,MCT,BAH,26.269181,50.62605
6029,MCT,COK,10.155644,76.390537
6030,MCT,RUH,24.959289,46.702876
6032,MCT,HYD,17.233702,78.430427
6033,MCT,IST,41.260278,28.741944
6034,MCT,BKK,13.693062,100.752044
6035,MCT,DAC,23.848649,90.405874
6036,MCT,KWI,29.240116,47.971251
6037,MCT,LKO,26.764257,80.884186
6038,MCT,SHJ,25.320873,55.52029
6039,MCT,TRV,8.476126,76.91907
6040,MCT,DMM,26.471111,49.797778
6041,MCT,MAA,12.982267,80.163782
6043,MCT,ISB,33.548333,72.825
6044,MCT,KHI,24.899986,67.16828
6045,MCT,DEL,28.556162,77.099958
6046,MCT,BLR,13.200771,77.710228
6047,MCT,MED,24.544369,39.698966
6048,MCT,LHE,31.520833,74.402778
6049,MCT,IKA,35.408632,51.1548
6050,MCT,MNL,14.511205,121.019208
6051,MCT,HKT,8.107619,98.306436
6054,MCT,SAW,40.904676,29.309188
6056,MCT,AMM,31.722535,35.989318
6057,MCT,CGK,-6.130643,106.655526
6059,MCT,JAI,26.822004,75.800995
6060,MCT,GOX,15.73139,73.86778
6061,MCT,BGW,33.255879,44.232069
6063,MCT,KUL,2.744344,101.717259
6065,MCT,MLE,4.19183,73.529108
6067,MCT,CMB,7.174112,79.886494
6069,MCT,MHD,36.235207,59.640996
6071,MCT,BEY,33.826073,35.493082
6076,MCT,TZX,40.994191,39.781681
6078,MED,RUH,24.959289,46.702876
6079,MED,BGW,33.255879,44.232069
6080,MED,JED,21.670232,39.150579
6081,MED,DMM,26.471111,49.797778
6082,MED,DXB,25.256557,55.366071
6083,MED,KWI,29.240116,47.971251
6084,MED,IST,41.260278,28.741944
6085,MED,DOH,25.260988,51.613594
6086,MED,AUH,24.426912,54.645974
6087,MED,SHJ,25.320873,55.52029
6088,MED,KUL,2.744344,101.717259
6089,MED,SAW,40.904676,29.309188
6090,MED,BAH,26.269181,50.62605
6091,MED,MCT,23.600739,58.284042
6092,MED,AMM,31.722535,35.989318
6093,MED,CGK,-6.130643,106.655526
6094,MED,DAC,23.848649,90.405874
6096,MED,LHE,31.520833,74.402778
6099,MED,ISB,33.548333,72.825
6100,MED,KHI,24.899986,67.16828
6102,MED,KNO,3.635369,98.879016
6103,MED,ESB,40.114941,32.993145
6106,MED,ALA,43.35136,77.037091
6110,MFM,TPE,25.075512,121.23248
6111,MFM,PVG,31.143333,121.805278
6112,MFM,ICN,37.458764,126.441961
6113,MFM,SHA,31.19779,121.333473
6114,MFM,PEK,40.078538,116.587095
6115,MFM,KHH,22.5725,120.345278
6116,MFM,DMK,13.9125,100.606667
6117,MFM,NKG,31.735737,118.86652
6118,MFM,HGH,30.236934,120.432356
6119,MFM,KUL,2.744344,101.717259
6120,MFM,DAD,16.053339,108.202753
6121,MFM,BKK,13.693062,100.752044
6122,MFM,WUX,31.492889,120.424374
6123,MFM,PKX,39.508611,116.410833
6124,MFM,XMN,24.543064,118.134178
6125,MFM,MNL,14.511205,121.019208
6127,MFM,TFU,30.314195,104.44186
6128,MFM,SIN,1.361173,103.990201
6129,MFM,NGB,29.826696,121.462002
6130,MFM,HAN,21.214184,105.802827
6131,MFM,KIX,34.43533,135.243977
6132,MFM,NRT,35.773213,140.387443
6134,MFM,JJN,24.802809,118.587293
6135,MFM,CGK,-6.130643,106.655526
6136,MFM,CZX,31.914116,119.779762
6137,MFM,HFE,31.992778,116.973333
6138,MFM,WUH,30.776789,114.217577
6139,MFM,TAO,36.361944,120.088333
6140,MFM,CKG,29.7192,106.641998
6141,MFM,HAK,19.934877,110.45896
6142,MFM,KWE,26.544217,106.79598
6143,MFM,NNG,22.61321,108.167501
6144,MFM,PNH,11.552193,104.846174
6145,MFM,PUS,35.179319,128.948728
6146,MFM,NTG,32.072921,120.975605
6147,MFM,WNZ,27.91566,120.847381
6148,MFM,FOC,25.931231,119.66923
6149,MFM,TSN,39.128273,117.355906
6150,MFM,XIY,34.438416,108.760946
6151,MHD,THR,35.691534,51.321868
6156,MHD,BGW,33.255879,44.232069
6159,MHD,KWI,29.240116,47.971251
6161,MHD,IST,41.260278,28.741944
6165,MHD,DXB,25.256557,55.366071
6167,MHD,SHJ,25.320873,55.52029
6174,MHD,SAW,40.904676,29.309188
6176,MHD,MCT,23.600739,58.284042
6179,MHD,DOH,25.260988,51.613594
6192,MIG,LXA,29.2978,90.911903
6193,MIG,SZX,22.639444,113.810833
6194,MIG,CSX,28.193336,113.214592
6195,MIG,HGH,30.236934,120.432356
6196,MIG,PEK,40.078538,116.587095
6197,MIG,TNA,36.857689,117.206881
6198,MIG,URC,43.90126,87.475148
6199,MIG,PVG,31.143333,121.805278
6200,MIG,PKX,39.508611,116.410833
6201,MIG,XMN,24.543064,118.134178
6202,MIG,DLU,25.65135,100.323158
6203,MIG,HAK,19.934877,110.45896
6204,MIG,KMG,25.101944,102.929167
6205,MIG,LJG,26.679975,100.245768
6206,MIG,NGB,29.826696,121.462002
6207,MIG,NKG,31.735737,118.86652
6208,MIG,HFE,31.992778,116.973333
6209,MIG,SJW,38.281868,114.692106
6210,MIG,TSN,39.128273,117.355906
6211,MIG,CZX,31.914116,119.779762
6212,MIG,WUH,30.776789,114.217577
6213,MIG,CAN,23.387862,113.29734
6214,MIG,SYX,18.305276,109.40888
6215,MIG,XNN,36.527506,102.043002
6216,MIG,WNZ,27.91566,120.847381
6218,MIG,JHG,21.973422,100.766454
6219,MIG,SHA,31.19779,121.333473
6220,MIG,TAO,36.361944,120.088333
6221,MLE,CMB,7.174112,79.886494
6222,MLE,DXB,25.256557,55.366071
6225,MLE,KUL,2.744344,101.717259
6227,MLE,AUH,24.426912,54.645974
6228,MLE,DOH,25.260988,51.613594
6229,MLE,SIN,1.361173,103.990201
6230,MLE,BOM,19.089891,72.868047
6231,MLE,COK,10.155644,76.390537
6232,MLE,BLR,13.200771,77.710228
6233,MLE,BAH,26.269181,50.62605
6234,MLE,DMK,13.9125,100.606667
6236,MLE,PVG,31.143333,121.805278
6237,MLE,DAC,23.848649,90.405874
6238,MLE,MCT,23.600739,58.284042
6239,MLE,BKK,13.693062,100.752044
6240,MLE,DEL,28.556162,77.099958
6241,MLE,IST,41.260278,28.741944
6242,MLE,RUH,24.959289,46.702876
6243,MLE,TRV,8.476126,76.91907
6244,MLE,ALA,43.35136,77.037091
6245,MLE,XMN,24.543064,118.134178
6246,MLE,TFU,30.314195,104.44186
6247,MLE,HKG,22.315248,113.93649
6248,MLE,PKX,39.508611,116.410833
6249,MLE,JED,21.670232,39.150579
6250,MLE,SHJ,25.320873,55.52029
6251,MLE,GYD,40.462487,50.05039
6252,MNL,CEB,10.313333,123.982778
6255,MNL,HKG,22.315248,113.93649
6256,MNL,SIN,1.361173,103.990201
6262,MNL,TPE,25.075512,121.23248
6264,MNL,ICN,37.458764,126.441961
6265,MNL,NRT,35.773213,140.387443
6266,MNL,KUL,2.744344,101.717259
6268,MNL,BKK,13.693062,100.752044
6273,MNL,KIX,34.43533,135.243977
6274,MNL,DXB,25.256557,55.366071
6278,MNL,HND,35.553476,139.781206
6280,MNL,CAN,23.387862,113.29734
6281,MNL,DOH,25.260988,51.613594
6282,MNL,DMK,13.9125,100.606667
6283,MNL,SGN,10.813045,106.662477
6289,MNL,PVG,31.143333,121.805278
6290,MNL,CGK,-6.130643,106.655526
6291,MNL,DPS,-8.748056,115.1675
6292,MNL,NGO,34.858333,136.805278
6293,MNL,HAN,21.214184,105.802827
6294,MNL,AUH,24.426912,54.645974
6295,MNL,JJN,24.802809,118.587293
6297,MNL,MFM,22.156587,113.57285
6298,MNL,RUH,24.959289,46.702876
6299,MNL,FUK,33.584286,130.443891
6300,MNL,IST,41.260278,28.741944
6301,MNL,XMN,24.543064,118.134178
6303,MNL,KHH,22.5725,120.345278
6304,MNL,PEK,40.078538,116.587095
6306,MNL,PUS,35.179319,128.948728
6307,MNL,BAH,26.269181,50.62605
6310,MNL,JED,21.670232,39.150579
6312,MNL,MCT,23.600739,58.284042
6315,MNL,DMM,26.471111,49.797778
6316,MNL,PNH,11.552193,104.846174
6317,MNL,BKI,5.923961,116.050753
6318,MNL,SZX,22.639444,113.810833
6319,MNL,DAD,16.053339,108.202753
6323,MNL,KWI,29.240116,47.971251
6324,MNL,TFU,30.314195,104.44186
6326,MNL,DYG,29.10712,110.445685
6328,MNL,NNG,22.61321,108.167501
6330,MNL,CNX,18.769574,98.968409
6331,NGB,CAN,23.387862,113.29734
6332,NGB,SZX,22.639444,113.810833
6333,NGB,CKG,29.7192,106.641998
6334,NGB,KWE,26.544217,106.79598
6335,NGB,PKX,39.508611,116.410833
6336,NGB,TAO,36.361944,120.088333
6337,NGB,CGO,34.527519,113.840242
6338,NGB,KMG,25.101944,102.929167
6339,NGB,CSX,28.193336,113.214592
6340,NGB,XIY,34.438416,108.760946
6341,NGB,PEK,40.078538,116.587095
6342,NGB,TFU,30.314195,104.44186
6343,NGB,WUH,30.776789,114.217577
6344,NGB,HRB,45.620854,126.23644
6345,NGB,DLC,38.96102,121.539991
6346,NGB,SHE,41.634992,123.485731
6347,NGB,CGQ,43.99611,125.68528
6348,NGB,CTU,30.581134,103.956799
6349,NGB,HAK,19.934877,110.45896
6350,NGB,TSN,39.128273,117.355906
6351,NGB,HKG,22.315248,113.93649
6352,NGB,ZUH,22.011788,113.370601
6353,NGB,TYN,37.754996,112.62585
6354,NGB,SJW,38.281868,114.692106
6355,NGB,XNN,36.527506,102.043002
6356,NGB,WEH,37.188142,122.236067
6357,NGB,MFM,22.156587,113.57285
6358,NGB,NNG,22.61321,108.167501
6359,NGB,SWA,23.54944,116.510277
6360,NGB,XFN,32.150067,112.290691
6361,NGB,YBP,28.801665,104.551835
6362,NGB,CJU,33.506698,126.493119
6363,NGB,KIX,34.43533,135.243977
6364,NGB,KWL,25.217585,110.046839
6365,NGB,LYI,35.047477,118.407068
6366,NGB,MIG,31.427633,104.747139
6367,NGB,PVG,31.143333,121.805278
6368,NGB,NRT,35.773213,140.387443
6371,NGB,TPE,25.075512,121.23248
6372,NGB,XMN,24.543064,118.134178
6373,NGB,YIH,30.549934,111.478938
6374,NGB,KOW,25.849628,114.777786
6375,NGB,INC,38.323031,106.388059
6377,NGB,UYN,38.361466,109.596181
6378,NGB,LZO,29.030556,105.46889
6379,NGB,YCU,35.114987,111.037051
6381,NGB,DMK,13.9125,100.606667
6382,NGB,HNY,26.723889,112.618333
6383,NGB,LHW,36.509497,103.61756
6385,NGB,SYX,18.305276,109.40888
6386,NGB,WMT,27.96222,106.435
6387,NGB,SHS,30.321995,112.2781
6389,NGB,JHG,21.973422,100.766454
6390,NGB,BAV,40.563442,109.998495
6391,NGB,BKI,5.923961,116.050753
6392,NGB,LYG,34.565938,118.876986
6394,NGB,ACX,25.085556,104.959444
6395,NGB,HIA,33.7875,119.12778
6398,NGB,YNT,37.657222,120.987222
6399,NGB,SGN,10.813045,106.662477
6400,NGB,DYG,29.10712,110.445685
6401,NGB,KUL,2.744344,101.717259
6404,NGB,JGS,26.856899,114.737
6405,NGB,SIN,1.361173,103.990201
6406,NGB,ICN,37.458764,126.441961
6408,NGB,PNH,11.552193,104.846174
6409,NGO,CTS,42.787281,141.681341
6410,NGO,OKA,26.204954,127.645842
6411,NGO,FUK,33.584286,130.443891
6412,NGO,PVG,31.143333,121.805278
6413,NGO,ICN,37.458764,126.441961
6414,NGO,TPE,25.075512,121.23248
6416,NGO,KOJ,31.801224,130.715616
6417,NGO,HKG,22.315248,113.93649
6418,NGO,HND,35.553476,139.781206
6421,NGO,NRT,35.773213,140.387443
6422,NGO,MNL,14.511205,121.019208
6427,NGO,PUS,35.179319,128.948728
6429,NGO,BKK,13.693062,100.752044
6430,NGO,HAN,21.214184,105.802827
6431,NGO,SZX,22.639444,113.810833
6435,NGO,HGH,30.236934,120.432356
6438,NGO,SIN,1.361173,103.990201
6439,NGO,TAO,36.361944,120.088333
6441,NGO,KHH,22.5725,120.345278
6442,NGO,SGN,10.813045,106.662477
6443,NGO,TSN,39.128273,117.355906
6444,NGO,DLC,38.96102,121.539991
6445,NGO,PEK,40.078538,116.587095
6447,NGO,NKG,31.735737,118.86652
6448,NGO,SHE,41.634992,123.485731
6449,NGO,YNT,37.657222,120.987222
6451,NGO,XMN,24.543064,118.134178
6452,NGO,DMK,13.9125,100.606667
6453,NKG,SZX,22.639444,113.810833
6454,NKG,CAN,23.387862,113.29734
6455,NKG,CKG,29.7192,106.641998
6456,NKG,KMG,25.101944,102.929167
6457,NKG,KWE,26.544217,106.79598
6458,NKG,XIY,34.438416,108.760946
6459,NKG,DLC,38.96102,121.539991
6460,NKG,XMN,24.543064,118.134178
6461,NKG,SHE,41.634992,123.485731
6462,NKG,TFU,30.314195,104.44186
6463,NKG,TYN,37.754996,112.62585
6464,NKG,URC,43.90126,87.475148
6465,NKG,HRB,45.620854,126.23644
6466,NKG,CSX,28.193336,113.214592
6467,NKG,SYX,18.305276,109.40888
6468,NKG,LHW,36.509497,103.61756
6469,NKG,CTU,30.581134,103.956799
6470,NKG,NNG,22.61321,108.167501
6471,NKG,CGQ,43.99611,125.68528
6472,NKG,ZUH,22.011788,113.370601
6473,NKG,FOC,25.931231,119.66923
6474,NKG,KWL,25.217585,110.046839
6475,NKG,PEK,40.078538,116.587095
6476,NKG,HAK,19.934877,110.45896
6477,NKG,HET,40.854712,111.814157
6478,NKG,KIX,34.43533,135.243977
6479,NKG,HKG,22.315248,113.93649
6480,NKG,SWA,23.54944,116.510277
6481,NKG,LJG,26.679975,100.245768
6482,NKG,ICN,37.458764,126.441961
6483,NKG,XNN,36.527506,102.043002
6484,NKG,INC,38.323031,106.388059
6485,NKG,DYG,29.10712,110.445685
6486,NKG,MFM,22.156587,113.57285
6487,NKG,TAO,36.361944,120.088333
6488,NKG,JJN,24.802809,118.587293
6489,NKG,PKX,39.508611,116.410833
6490,NKG,JHG,21.973422,100.766454
6491,NKG,DSN,39.496721,109.860527
6493,NKG,SIN,1.361173,103.990201
6494,NKG,YCU,35.114987,111.037051
6495,NKG,YNT,37.657222,120.987222
6496,NKG,SJW,38.281868,114.692106
6497,NKG,BKK,13.693062,100.752044
6498,NKG,HUZ,23.050418,114.596859
6499,NKG,CJU,33.506698,126.493119
6500,NKG,DLU,25.65135,100.323158
6501,NKG,ZHA,21.214727,110.362715
6502,NKG,TPE,25.075512,121.23248
6503,NKG,HKT,8.107619,98.306436
6504,NKG,KUL,2.744344,101.717259
6505,NKG,XFN,32.150067,112.290691
6506,NKG,MIG,31.427633,104.747139
6507,NKG,NRT,35.773213,140.387443
6508,NKG,PVG,31.143333,121.805278
6510,NKG,UYN,38.361466,109.596181
6511,NKG,LZO,29.030556,105.46889
6513,NKG,CIF,42.154523,118.833173
6514,NKG,KOW,25.849628,114.777786
6515,NKG,NGO,34.858333,136.805278
6518,NKG,YBP,28.801665,104.551835
6519,NKG,BAV,40.563442,109.998495
6521,NKG,DMK,13.9125,100.606667
6524,NKG,WEH,37.188142,122.236067
6525,NKG,ENH,30.321934,109.482012
6526,NKG,DZH,31.048611,107.435556
6527,NKG,WMT,27.96222,106.435
6530,NKG,JGS,26.856899,114.737
6531,NKG,KHH,22.5725,120.345278
6542,NKG,KHG,39.53689,76.010387
6545,NKG,LXA,29.2978,90.911903
6546,NNG,TFU,30.314195,104.44186
6547,NNG,HGH,30.236934,120.432356
6548,NNG,PEK,40.078538,116.587095
6549,NNG,PVG,31.143333,121.805278
6550,NNG,CGO,34.527519,113.840242
6551,NNG,HAK,19.934877,110.45896
6552,NNG,NKG,31.735737,118.86652
6553,NNG,PKX,39.508611,116.410833
6554,NNG,XIY,34.438416,108.760946
6555,NNG,WUH,30.776789,114.217577
6556,NNG,SHA,31.19779,121.333473
6557,NNG,FOC,25.931231,119.66923
6558,NNG,XMN,24.543064,118.134178
6559,NNG,KHN,28.859902,115.907845
6560,NNG,CSX,28.193336,113.214592
6561,NNG,SYX,18.305276,109.40888
6562,NNG,CKG,29.7192,106.641998
6563,NNG,TNA,36.857689,117.206881
6564,NNG,HFE,31.992778,116.973333
6565,NNG,CTU,30.581134,103.956799
6566,NNG,JJN,24.802809,118.587293
6567,NNG,LHW,36.509497,103.61756
6568,NNG,XUZ,34.055033,117.554758
6569,NNG,BKK,13.693062,100.752044
6570,NNG,LJG,26.679975,100.245768
6571,NNG,SJW,38.281868,114.692106
6572,NNG,SWA,23.54944,116.510277
6573,NNG,TSN,39.128273,117.355906
6574,NNG,WUX,31.492889,120.424374
6575,NNG,DMK,13.9125,100.606667
6576,NNG,NGB,29.826696,121.462002
6577,NNG,YTY,32.563057,119.720278
6578,NNG,CAN,23.387862,113.29734
6579,NNG,LYI,35.047477,118.407068
6580,NNG,JHG,21.973422,100.766454
6581,NNG,JNG,35.646944,116.742222
6582,NNG,INC,38.323031,106.388059
6583,NNG,KMG,25.101944,102.929167
6584,NNG,KUL,2.744344,101.717259
6585,NNG,NTG,32.072921,120.975605
6586,NNG,SZX,22.639444,113.810833
6587,NNG,TAO,36.361944,120.088333
6588,NNG,WNZ,27.91566,120.847381
6589,NNG,XFN,32.150067,112.290691
6591,NNG,YIH,30.549934,111.478938
6592,NNG,YCU,35.114987,111.037051
6593,NNG,DZH,31.048611,107.435556
6594,NNG,HYN,28.562224,121.428614
6595,NNG,LZO,29.030556,105.46889
6596,NNG,WMT,27.96222,106.435
6597,NNG,FUG,32.866667,115.7
6598,NNG,JUZ,28.966667,118.833333
6599,NNG,KOW,25.849628,114.777786
6600,NNG,CZX,31.914116,119.779762
6604,NNG,HKG,22.315248,113.93649
6605,NNG,JGS,26.856899,114.737
6606,NNG,LYA,34.736361,112.385406
6607,NNG,MFM,22.156587,113.57285
6608,NNG,PNH,11.552193,104.846174
6609,NNG,DYG,29.10712,110.445685
6610,NNG,SGN,10.813045,106.662477
6612,NNG,SIN,1.361173,103.990201
6613,NNG,VTE,17.975432,102.567721
6614,NNG,HKT,8.107619,98.306436
6617,NNG,TYN,37.754996,112.62585
6618,NNG,CGK,-6.130643,106.655526
6619,NNG,MNL,14.511205,121.019208
6621,NNG,BKI,5.923961,116.050753
6622,NQZ,ALA,43.35136,77.037091
6628,NQZ,DXB,25.256557,55.366071
6629,NQZ,IST,41.260278,28.741944
6632,NQZ,TAS,41.257893,69.281204
6634,NQZ,AYT,36.899282,30.801349
6639,NQZ,SAW,40.904676,29.309188
6640,NQZ,URC,43.90126,87.475148
6642,NQZ,AUH,24.426912,54.645974
6644,NQZ,XIY,34.438416,108.760946
6647,NQZ,GYD,40.462487,50.05039
6648,NQZ,ICN,37.458764,126.441961
6649,NQZ,PEK,40.078538,116.587095
6650,NQZ,TBS,41.674063,44.958958
6652,NQZ,ESB,40.114941,32.993145
6653,NQZ,HKT,8.107619,98.306436
6654,NRT,ICN,37.458764,126.441961
6655,NRT,TPE,25.075512,121.23248
6656,NRT,HKG,22.315248,113.93649
6657,NRT,CTS,42.787281,141.681341
6658,NRT,PVG,31.143333,121.805278
6659,NRT,FUK,33.584286,130.443891
6660,NRT,MNL,14.511205,121.019208
6661,NRT,BKK,13.693062,100.752044
6662,NRT,SIN,1.361173,103.990201
6663,NRT,KIX,34.43533,135.243977
6664,NRT,OKA,26.204954,127.645842
6665,NRT,PUS,35.179319,128.948728
6666,NRT,HAN,21.214184,105.802827
6667,NRT,KUL,2.744344,101.717259
6668,NRT,SGN,10.813045,106.662477
6669,NRT,KHH,22.5725,120.345278
6670,NRT,NGO,34.858333,136.805278
6672,NRT,CGK,-6.130643,106.655526
6674,NRT,PEK,40.078538,116.587095
6675,NRT,DLC,38.96102,121.539991
6677,NRT,ITM,34.790975,135.441719
6681,NRT,CEB,10.313333,123.982778
6682,NRT,UBN,47.646944,106.819722
6683,NRT,HRB,45.620854,126.23644
6688,NRT,AUH,24.426912,54.645974
6689,NRT,NGB,29.826696,121.462002
6690,NRT,DAD,16.053339,108.202753
6691,NRT,TFU,30.314195,104.44186
6692,NRT,DOH,25.260988,51.613594
6693,NRT,DXB,25.256557,55.366071
6694,NRT,FOC,25.931231,119.66923
6695,NRT,HGH,30.236934,120.432356
6697,NRT,IST,41.260278,28.741944
6699,NRT,KOJ,31.801224,130.715616
6700,NRT,MFM,22.156587,113.57285
6701,NRT,NKG,31.735737,118.86652
6702,NRT,WUX,31.492889,120.424374
6703,NRT,SHE,41.634992,123.485731
6704,NRT,SZX,22.639444,113.810833
